ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Goodwill,Budget sources and other funds,Investment and development funds (Bn. VND),Convertible bonds (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Investments in associate companies,Less: Provision for diminuation in value of long term investments,Tangible fixed assets,Intagible fixed assets,Other Assets,Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,Capital,Reserves,Foreign Currency Difference reserve,Investment in joint ventures,Difference upon Assets Revaluation,Minority Interest
VCB,2023,4,,14504849000000,,,,,,,7708181000000,,2224945000000,,1839223339000000,1670680015000000,,,168543324000000,,809837000000.0,85173987000000,93990000000,1839223339000000,,,,,,55890913000000,,,,,,1529145000000,,,,,,,58104503000000.0,335616377000000.0,2495408000000.0,2511395000000.0,-15987000000.0,0.0,1241675333000000.0,1270359018000000.0,-28683685000000.0,145780067000000.0,67882480000000.0,78009747000000.0,-112160000000.0,838225000000.0,-142425000000.0,5115612000000.0,2592569000000.0,31113676000000.0,1670837000000.0,213841980000000.0,1395694611000000.0,117752000000.0,365000000.0,19912623000000.0,39441847000000.0,61696139000000.0,22562445000000.0,-983237000000.0,0.0,0.0,0.0
VCB,2023,3,,13913670000000,,,,,,,7441794000000,,2205920000000,,1731305572000000,1572062054000000,,,159243518000000,,809837000000.0,75814366000000,104660000000,1731305572000000,,,,,,55890913000000,,,,,,1529145000000,,,,,,,29312980000000.0,320952135000000.0,1735874000000.0,1754272000000.0,-18398000000.0,0.0,1150958460000000.0,1189830550000000.0,-38872090000000.0,178723851000000.0,102650493000000.0,76486963000000.0,-413605000000.0,794774000000.0,-117999000000.0,4812476000000.0,2629318000000.0,26060888000000.0,2517462000000.0,160234123000000.0,1349007010000000.0,899053000000.0,725000000.0,15277866000000.0,44125815000000.0,61696139000000.0,22562989000000.0,-934636000000.0,0.0,0.0,0.0
VCB,2023,2,,16134106000000,,,,,,,7598470000000,,2248021000000,,1704273133000000,1552272005000000,,,152001128000000,,809837000000.0,77094650000000,98316000000,1704273133000000,,,,,,47325166000000,,,,,,1529145000000,,,,,,,56430924000000.0,286406768000000.0,1375964000000.0,1394711000000.0,-18747000000.0,217428000000.0,1139981404000000.0,1177728457000000.0,-37747053000000.0,156871470000000.0,65672102000000.0,91277142000000.0,-77774000000.0,836875000000.0,-117999000000.0,4918188000000.0,2680282000000.0,37008578000000.0,2270345000000.0,160661447000000.0,1326853836000000.0,0.0,1088000000.0,16323830000000.0,46161459000000.0,53130392000000.0,22564054000000.0,-886284000000.0,0.0,0.0,0.0
VCB,2023,1,,15537950000000,,,,,,,7732058000000,,2221085000000,,1846431290000000,1701772932000000,,,144658358000000,,809837000000.0,69719946000000,93744000000,1846431290000000,,,,,,47325166000000,,,,,,1529145000000,,,,,,,139256635000000.0,334747844000000.0,1595430000000.0,1618113000000.0,-22683000000.0,224625000000.0,1142187065000000.0,1174080964000000.0,-31893899000000.0,174526186000000.0,77663390000000.0,96941064000000.0,-78268000000.0,809939000000.0,-117999000000.0,5015683000000.0,2716375000000.0,28402412000000.0,62167768000000.0,255334468000000.0,1281487916000000.0,0.0,2186000000.0,27337890000000.0,75442704000000.0,53130392000000.0,22556829000000.0,-842553000000.0,0.0,0.0,0.0
VCB,2022,4,,18348519000000,,,,,,,7985401000000,,2193516000000,,1814188209000000,1676199767000000,,,137988442000000,,809837000000.0,67499703000000,88379000000,1814188209000000,,,,,,47325166000000,,,,,,1529145000000,,,,,,,92557809000000.0,313591813000000.0,1499687000000.0,1543575000000.0,-43888000000.0,156515000000.0,1120286831000000.0,1145066250000000.0,-24779419000000.0,196171212000000.0,100739669000000.0,95513376000000.0,-81833000000.0,782370000000.0,-117999000000.0,5170083000000.0,2815318000000.0,61396906000000.0,67314816000000.0,232510850000000.0,1243468472000000.0,0.0,3298000000.0,25337894000000.0,107564437000000.0,53130392000000.0,18133039000000.0,-863071000000.0,0.0,0.0,0.0
VCB,2022,3,,16293080000000,,,,,,,7820512000000,,2217065000000,,1649664327000000,1521274777000000,,,128389550000000,,809837000000.0,57774989000000,102207000000,1649664327000000,,,,,,47325166000000,,,,,,1529145000000,,,,,,,11378539000000.0,302927159000000.0,1347762000000.0,1407066000000.0,-59304000000.0,0.0,1093971420000000.0,1130144001000000.0,-36172581000000.0,177219709000000.0,87411490000000.0,89896772000000.0,-88553000000.0,762920000000.0,-75000000000.0,5060100000000.0,2760412000000.0,36489081000000.0,93953298000000.0,179758633000000.0,1197150901000000.0,120079000000.0,4385000000.0,14698727000000.0,35588754000000.0,53130392000000.0,18122983000000.0,-741021000000.0,0.0,0.0,0.0
VCB,2022,2,,15097807000000,,,,,,,8103519000000,,2380804000000,,1601680964000000,1478691267000000,,,122989697000000,,344658000000.0,52056550000000,97774000000,1601680964000000,,,,,,47325166000000,,,,,,1659597000000,,,,,,,28813961000000.0,255536982000000.0,3150052000000.0,3187225000000.0,-37173000000.0,0.0,1066990245000000.0,1100852163000000.0,-33861918000000.0,191407933000000.0,101203452000000.0,90293045000000.0,-88564000000.0,796207000000.0,-75000000000.0,5249947000000.0,2853572000000.0,30199661000000.0,61020549000000.0,171676891000000.0,1195391576000000.0,19457000000.0,5485000000.0,14367033000000.0,36210276000000.0,52665213000000.0,18171942000000.0,-1782000000.0,0.0,0.0,0.0
VCB,2022,1,,14868054000000,,,,,,,8344847000000,,2366013000000,,1462748158000000,1345670470000000,,,117077688000000,,344658000000.0,46156897000000,92420000000,1462748158000000,,,,,,47325166000000,,,,,,1659597000000,,,,,,,38888399000000.0,194999348000000.0,3297566000000.0,3372631000000.0,-75065000000.0,0.0,997707933000000.0,1028899744000000.0,-31191811000000.0,171953037000000.0,75001289000000.0,97125603000000.0,-173855000000.0,781416000000.0,-75000000000.0,5386077000000.0,2958770000000.0,30322961000000.0,36310440000000.0,81277695000000.0,1179668881000000.0,5215000000.0,6585000000.0,17380178000000.0,31021476000000.0,52665213000000.0,18173014000000.0,-9856000000.0,0.0,0.0,0.0
VCB,2021,4,,18011766000000,,,,,,,8626043000000,,2346176000000,,1414765480000000,1303594825000000,,,111170655000000,,344658000000.0,53682515000000,87113000000,1414765480000000,,,,,,37088774000000,,,,,,1661461000000,,,,,,,22506711000000.0,225394684000000.0,2766098000000.0,2822531000000.0,-56433000000.0,303202000000.0,934774287000000.0,960749955000000.0,-25975668000000.0,170604700000000.0,71122502000000.0,99657595000000.0,-175397000000.0,759715000000.0,-75000000000.0,5552624000000.0,3073419000000.0,29431813000000.0,9468116000000.0,109757777000000.0,1135323913000000.0,0.0,7707000000.0,17387747000000.0,31649565000000.0,42428821000000.0,14977015000000.0,-4809000000.0,0.0,0.0,0.0
VCB,2021,3,,13356519000000,,,,,,,8177405000000,,2391940000000,,1385235404000000,1275708552000000,,,109526852000000,,344658000000.0,52084482000000,98789000000,1385235404000000,,,,,,37088774000000,,,,,,1671325000000,,,,,,,60969106000000.0,204916285000000.0,3583497000000.0,3621712000000.0,-38215000000.0,259485000000.0,909910950000000.0,936342968000000.0,-26432018000000.0,157248652000000.0,55437932000000.0,102404130000000.0,-593410000000.0,795615000000.0,-75000000000.0,5276646000000.0,2900759000000.0,24421565000000.0,8709185000000.0,106138767000000.0,1108418876000000.0,0.0,8784000000.0,21378159000000.0,31054781000000.0,42428821000000.0,14919178000000.0,-4418000000.0,0.0,0.0,0.0
VCB,2021,2,,13132285000000,,,,,,,8317891000000,,2281134000000,,1304179106000000,1199239588000000,,,104939518000000,,434021000000.0,47408227000000,94464000000,1304179106000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,23485760000000.0,185877601000000.0,3182256000000.0,3221327000000.0,-39071000000.0,0.0,897798104000000.0,921948437000000.0,-24150333000000.0,147996760000000.0,49339958000000.0,99230545000000.0,-573743000000.0,768311000000.0,-75000000000.0,5363219000000.0,2954672000000.0,22107315000000.0,9077476000000.0,84188617000000.0,1051273660000000.0,30621000000.0,9884000000.0,21398107000000.0,33261223000000.0,42518184000000.0,14916935000000.0,1708000000.0,0.0,0.0,0.0
VCB,2021,1,,12277634000000,,,,,,,8333301000000,,2261397000000,,1278965858000000,1177958179000000,,,101007679000000,,344658000000.0,43552776000000,89940000000,1278965858000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,24008360000000.0,203604117000000.0,3906378000000.0,3906378000000.0,0.0,-40138000000.0,850460935000000.0,871937942000000.0,-21477007000000.0,149886637000000.0,46062651000000.0,104464547000000.0,-640561000000.0,748574000000.0,-75000000000.0,5292741000000.0,3040560000000.0,24267237000000.0,18538368000000.0,80758597000000.0,1025547607000000.0,63982000000.0,10984000000.0,21408307000000.0,31630334000000.0,42428821000000.0,14925755000000.0,10387000000.0,0.0,0.0,0.0
VCB,2020,4,,15095394000000,,,,,,,8540358000000,,2235538000000,,1327537012000000,1228677618000000,,,98859394000000,,344657000000.0,44118433000000,85024000000,1327537012000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,33139373000000.0,267774393000000.0,1954061000000.0,1991861000000.0,-37800000000.0,0.0,820420266000000.0,839788261000000.0,-19367995000000.0,156931097000000.0,42148831000000.0,115382544000000.0,-600278000000.0,722715000000.0,-75000000000.0,5412135000000.0,3128223000000.0,21446532000000.0,41176995000000.0,103583833000000.0,1032113567000000.0,52031000000.0,14679000000.0,21240197000000.0,30496316000000.0,42428820000000.0,12204398000000.0,22719000000.0,0.0,0.0,0.0
VCB,2020,3,,11526350000000,,,,,,,7030365000000,,2347260000000,,1188572083000000,1094996063000000,,,93576020000000,,344657000000.0,38840704000000,98385000000,1188572083000000,,,,,,37088774000000,,,,,,1678126000000,,,,,,,24743965000000.0,174497813000000.0,2250624000000.0,2304262000000.0,-53638000000.0,0.0,766794848000000.0,783757352000000.0,-16962504000000.0,175191060000000.0,37720737000000.0,138032750000000.0,-562427000000.0,744134000000.0,-75000000000.0,4713049000000.0,2317316000000.0,24189798000000.0,6050819000000.0,52329301000000.0,981492077000000.0,33796000000.0,16402000000.0,21261806000000.0,33811862000000.0,42428820000000.0,12181294000000.0,26817000000.0,0.0,0.0,0.0
VCB,2020,2,,11863544000000,,,,,,,6723876000000,,2329091000000,,1185871662000000,1096293202000000,,,89578460000000,,344657000000.0,34845164000000,93499000000,1185871662000000,,,,,,37088774000000,,,,,,1678126000000,,,,,,,71566703000000.0,150761888000000.0,3556653000000.0,3641851000000.0,-85198000000.0,0.0,754374040000000.0,770744422000000.0,-16370382000000.0,163458200000000.0,28375703000000.0,135577712000000.0,-495215000000.0,725965000000.0,-75000000000.0,4409846000000.0,2314030000000.0,21237667000000.0,10326096000000.0,48404237000000.0,981240858000000.0,59126000000.0,17930000000.0,21294140000000.0,34950815000000.0,42428820000000.0,12183712000000.0,27265000000.0,0.0,0.0,0.0
VCB,2020,1,,13051765000000,,,,,,,6551316000000,,2487109000000,,1144270262000000,1059198276000000,,,85071986000000,,344657000000.0,30234825000000,88480000000,1144270262000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,16569663000000.0,176540624000000.0,4119276000000.0,4251400000000.0,-132124000000.0,0.0,739956924000000.0,754505321000000.0,-14548397000000.0,164724158000000.0,33877042000000.0,131308990000000.0,-461874000000.0,974286000000.0,-75000000000.0,4285267000000.0,2266049000000.0,20269427000000.0,32453089000000.0,43642452000000.0,934048243000000.0,365859000000.0,19090000000.0,21371902000000.0,27297641000000.0,42428820000000.0,12186084000000.0,18249000000.0,0.0,115528000000.0,0.0
VCB,2019,4,,13778357000000,,,,,,,6695785000000,,2464493000000,,1223981046000000,1138227698000000,,,85753348000000,,344657000000.0,33669545000000,82124000000,1223981046000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,34684091000000.0,248729494000000.0,1801146000000.0,1889628000000.0,-88482000000.0,98312000000.0,724290102000000.0,734706891000000.0,-10416789000000.0,167529868000000.0,35699090000000.0,132271302000000.0,-440524000000.0,951670000000.0,-75000000000.0,4434514000000.0,2261271000000.0,23909398000000.0,92365806000000.0,73621719000000.0,928413676000000.0,0.0,20431000000.0,21383932000000.0,22422134000000.0,42428820000000.0,9443008000000.0,16840000000.0,0.0,113011000000.0,0.0
VCB,2019,3,,12321593000000,,,,,,,6322844000000,,2500312000000,,1157490007000000,1076099113000000,,,81390894000000,,344657000000.0,29285510000000,79032000000,1157490007000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,32427277000000.0,216739273000000.0,3454865000000.0,3531164000000.0,-76299000000.0,89200000000.0,693973370000000.0,708095934000000.0,-14122564000000.0,169626712000000.0,43498998000000.0,126563376000000.0,-435662000000.0,979487000000.0,-66998000000.0,4146505000000.0,2176339000000.0,20034561000000.0,79127286000000.0,41331112000000.0,902184481000000.0,0.0,22116000000.0,21320813000000.0,32113305000000.0,42428820000000.0,9441199000000.0,40434000000.0,0.0,115899000000.0,0.0
VCB,2019,2,,12011456000000,,,,,,,6439761000000,,2480250000000,,1122654558000000,1046257226000000,,,76397332000000,,344657000000.0,24262720000000,76456000000,1122654558000000,,,,,,37088774000000,,,,,,1587823000000,,,,,,,50092949000000.0,174170889000000.0,4986634000000.0,5053763000000.0,-67129000000.0,108943000000.0,682822870000000.0,695437925000000.0,-12615055000000.0,166995578000000.0,38707837000000.0,128735924000000.0,-448183000000.0,959425000000.0,-66998000000.0,4259646000000.0,2180115000000.0,22545228000000.0,79605943000000.0,48792342000000.0,871229465000000.0,0.0,23911000000.0,21339119000000.0,25266446000000.0,42428820000000.0,9443149000000.0,69370000000.0,0.0,116817000000.0,0.0
VCB,2019,1,,10339124000000,,,,,,,6379677000000,,2505232000000,,1073331964000000,1000340086000000,,,72991878000000,,344657000000.0,20845932000000,72554000000,1073331964000000,,,,,,37088774000000,,,,,,1635418000000,,,,,,,39616873000000.0,169677886000000.0,4064542000000.0,4133808000000.0,-69266000000.0,95343000000.0,661260823000000.0,673021770000000.0,-11760947000000.0,155710612000000.0,33580660000000.0,122424846000000.0,-294894000000.0,936812000000.0,-66998000000.0,4294994000000.0,2084683000000.0,23681852000000.0,79113565000000.0,39264447000000.0,838277163000000.0,0.0,25339000000.0,21349085000000.0,22310487000000.0,42428831000000.0,9445732000000.0,79973000000.0,0.0,118856000000.0,0.0
VCB,2018,4,,12792045000000,,,,,,,6527924000000,,2477138000000,,1072983278000000,1009094189000000,,,63889089000000,,344657000000.0,20029479000000,68991000000,1072983278000000,,,,,,35977686000000,,,,,,1635418000000,,,,,,,10845701000000.0,248255997000000.0,2653746000000.0,2725051000000.0,-71305000000.0,275983000000.0,622358428000000.0,632632508000000.0,-10274080000000.0,149296310000000.0,35321139000000.0,114251030000000.0,-275859000000.0,908719000000.0,-66999000000.0,4459750000000.0,2068174000000.0,17500006000000.0,90685315000000.0,76523514000000.0,802222944000000.0,0.0,25803000000.0,21461132000000.0,18175481000000.0,36322343000000.0,7264843000000.0,84402000000.0,0.0,119031000000.0,0.0
VCB,2018,3,,9857302000000,,,,,,,6140145000000,,3213660000000,,995111405000000,933584926000000,,,61526479000000,,344657000000.0,17650348000000,83588000000,995111405000000,,,,,,35977686000000,,,,,,2349073000000,,,,,,,30488651000000.0,152373565000000.0,3744047000000.0,3819597000000.0,-75550000000.0,14493000000.0,616408960000000.0,627950675000000.0,-11541715000000.0,159115162000000.0,40997646000000.0,118446566000000.0,-329050000000.0,889726000000.0,-25139000000.0,4204238000000.0,1935907000000.0,13755420000000.0,81234750000000.0,34175703000000.0,773406098000000.0,0.0,27050000000.0,21095279000000.0,23646046000000.0,36322343000000.0,7254472000000.0,108454000000.0,0.0,107274000000.0,0.0
VCB,2018,2,,12662976000000,,,,,,,5993507000000,,3289920000000,,977681955000000,919078771000000,,,58603184000000,,344657000000.0,14737469000000,98471000000,977681955000000,,,,,,35977686000000,,,,,,2425519000000,,,,,,,13341730000000.0,142502643000000.0,8289267000000.0,8359718000000.0,-70451000000.0,0.0,596234984000000.0,606052672000000.0,-9817688000000.0,182871587000000.0,66150721000000.0,117011609000000.0,-290743000000.0,889540000000.0,-25139000000.0,4044348000000.0,1949159000000.0,12495341000000.0,71700823000000.0,39529573000000.0,764496671000000.0,375822000000.0,28274000000.0,21172268000000.0,21775340000000.0,36322343000000.0,7258817000000.0,80804000000.0,0.0,105280000000.0,0.0
VCB,2018,1,,9656186000000,,,,,,,6077063000000,,3398372000000,,1003905794000000,947840056000000,,,56065738000000,,0.0,12217085000000,93270000000,1003905794000000,,,,,,35977686000000,,,,,,2536486000000,,,,,,,27848779000000.0,157073981000000.0,12497227000000.0,12565202000000.0,-67975000000.0,945052000000.0,568031472000000.0,577614527000000.0,-9583055000000.0,205137354000000.0,99846994000000.0,105458038000000.0,-167678000000.0,887024000000.0,-25138000000.0,4128275000000.0,1948788000000.0,13240308000000.0,131380979000000.0,40590347000000.0,730986638000000.0,0.0,26758000000.0,18295001000000.0,26560333000000.0,36321931000000.0,7253682000000.0,96485000000.0,0.0,83285000000.0,0.0
VCB,2017,4,,10102861000000,,,,,,,6162232000000,,3547232000000,,1035335383000000,981268681000000,,,54066702000000,,44245000000.0,11861673000000,89328000000,1035335383000000,,,,,,35977686000000,,,,,,2705966000000,,,,,,,93615618000000.0,232921600000000.0,9669032000000.0,9750243000000.0,-81211000000.0,832354000000.0,535321403000000.0,543434459000000.0,-8113056000000.0,129952271000000.0,34688298000000.0,95404020000000.0,-140047000000.0,866006000000.0,-24740000000.0,4197923000000.0,1964309000000.0,13210780000000.0,171385068000000.0,66942203000000.0,708505517000000.0,0.0,23153000000.0,18214504000000.0,16198236000000.0,36021931000000.0,5915999000000.0,94486000000.0,0.0,83285000000.0,0.0
VCB,2017,3,,9252890000000,,,,,,,5476421000000,,3676419000000,,898484068000000,844238267000000,,,54245801000000,,45160000000.0,11962733000000,156435000000,898484068000000,,,,,,35977686000000,,,,,,2829418000000,,,,,,,26413881000000.0,181411196000000.0,8350120000000.0,8417758000000.0,-67638000000.0,729633000000.0,525869255000000.0,536059465000000.0,-10190210000000.0,124515924000000.0,34401853000000.0,90251651000000.0,-137580000000.0,861349000000.0,-14348000000.0,3568549000000.0,1907872000000.0,12788329000000.0,67132292000000.0,45505277000000.0,688000458000000.0,0.0,11726000000.0,16257159000000.0,27331355000000.0,36022846000000.0,5932975000000.0,87527000000.0,0.0,83285000000.0,0.0
VCB,2017,2,,10197518000000,,,,,,,5538781000000,,3662384000000,,849752472000000,797642613000000,,,52109859000000,,45160000000.0,9829079000000,151883000000,849752472000000,,,,,,35977686000000,,,,,,2829418000000,,,,,,,36549788000000.0,143121876000000.0,6503770000000.0,6525271000000.0,-21501000000.0,405104000000.0,513575109000000.0,524686234000000.0,-11111125000000.0,119404934000000.0,30385221000000.0,89215495000000.0,-195782000000.0,847314000000.0,-14348000000.0,3637629000000.0,1901152000000.0,10793208000000.0,70661272000000.0,46511762000000.0,650128698000000.0,0.0,2450000000.0,13037014000000.0,17301417000000.0,36022846000000.0,5934834000000.0,87932000000.0,0.0,83285000000.0,0.0
VCB,2017,1,,8866965000000,,,,,,,5550728000000,,3646690000000,,794278974000000,743965779000000,,,50313195000000,,45160000000.0,8036830000000,147240000000,794278974000000,,,,,,35977686000000,,,,,,2829418000000,,,,,,,24076718000000.0,116799011000000.0,10471789000000.0,10497064000000.0,-25275000000.0,703058000000.0,490076491000000.0,499587470000000.0,-9510979000000.0,122949670000000.0,35087405000000.0,88060558000000.0,-198293000000.0,831620000000.0,-14348000000.0,3638898000000.0,1911830000000.0,11137854000000.0,50366699000000.0,57538693000000.0,609313907000000.0,0.0,0.0,10055615000000.0,16690865000000.0,36022846000000.0,5936667000000.0,86327000000.0,0.0,83285000000.0,0.0
VCB,2016,4,,9692054000000,,,,,,,5639389000000,,3624788000000,,788169080000000,738874229000000,,,49294851000000,,45160000000.0,8022752000000,143578000000,788169080000000,,,,,,35977686000000,,,,,,2829418000000,,,,,,,17387127000000.0,151759427000000.0,4241719000000.0,4279552000000.0,-37833000000.0,230658000000.0,452683027000000.0,460808467000000.0,-8125440000000.0,130797691000000.0,51923760000000.0,79019284000000.0,-145353000000.0,812911000000.0,-17541000000.0,3717053000000.0,1922336000000.0,12113200000000.0,54151413000000.0,72238405000000.0,590398105000000.0,0.0,0.0,10286376000000.0,11799930000000.0,36022846000000.0,4938287000000.0,78166000000.0,0.0,89222000000.0,0.0
VCB,2016,3,,8778862000000,,,,,,,5054402000000,,3594152000000,,737584857000000,690048006000000,,,47536851000000,,45160000000.0,6263141000000,151598000000,737584857000000,,,,,,35977686000000,,,,,,2829418000000,,,,,,,21083502000000.0,106954719000000.0,6036729000000.0,6082974000000.0,-46245000000.0,156703000000.0,437976900000000.0,447882697000000.0,-9905797000000.0,135275015000000.0,69080510000000.0,68604787000000.0,-2410282000000.0,800523000000.0,-35789000000.0,3326603000000.0,1727799000000.0,12673873000000.0,41910369000000.0,57100860000000.0,573152682000000.0,0.0,0.0,2454363000000.0,15429732000000.0,36022846000000.0,4936094000000.0,73950000000.0,0.0,89222000000.0,0.0
VCB,2016,2,,8230533000000,,,,,,,4870123000000,,3578774000000,,679000959000000,630424915000000,,,48576044000000,,45160000000.0,10902265000000,148345000000,679000959000000,,,,,,26650203000000,,,,,,2829418000000,,,,,,,19732309000000.0,99792087000000.0,8796343000000.0,8814903000000.0,-18560000000.0,108759000000.0,418764081000000.0,427215383000000.0,-8451302000000.0,105702249000000.0,40947231000000.0,67193054000000.0,-2438036000000.0,785145000000.0,-35789000000.0,3207270000000.0,1662853000000.0,9425701000000.0,31670701000000.0,49476949000000.0,535648094000000.0,0.0,0.0,2473166000000.0,11156005000000.0,32420681000000.0,4936561000000.0,78970000000.0,0.0,89222000000.0,0.0
VCB,2016,1,,7642463000000,,,,,,,4913668000000,,3568276000000,,662324193000000,615176422000000,,,47147771000000,,45160000000.0,9314394000000,144559000000,662324193000000,,,,,,26650203000000,,,,,,2829418000000,,,,,,,13420795000000.0,106095611000000.0,8233876000000.0,8247423000000.0,-13547000000.0,36020000000.0,401741175000000.0,411634016000000.0,-9892841000000.0,105917551000000.0,38713701000000.0,67904005000000.0,-700155000000.0,774647000000.0,-35789000000.0,3248348000000.0,1665320000000.0,10754758000000.0,21560994000000.0,65175497000000.0,513996943000000.0,0.0,0.0,2473254000000.0,11969734000000.0,32420681000000.0,4940756000000.0,238159000000.0,0.0,89222000000.0,0.0
VCB,2015,4,,8519334000000,,,,,,,5039472000000,,3556747000000,,673910104000000,627771917000000,,,45971309000000,,45160000000.0,9227971000000,0,673910104000000,,,,,,26650203000000,,,,,,2829418000000,,,,,,,19715035000000.0,130733676000000.0,9467305000000.0,9468255000000.0,-950000000.0,628000000.0,378541826000000.0,387151704000000.0,-8609878000000.0,108055236000000.0,42941175000000.0,65818278000000.0,-704217000000.0,763118000000.0,-35789000000.0,3385621000000.0,1653851000000.0,10280845000000.0,41479553000000.0,72135381000000.0,499764252000000.0,0.0,0.0,2479070000000.0,11913661000000.0,32420681000000.0,4153802000000.0,79633000000.0,0.0,89222000000.0,166878000000.0
VCB,2015,3,,6947028000000,,,,,,,4296640000000,,3599349000000,,615575404000000,571412052000000,,,44005436000000,,45160000000.0,7572219000000,0,615575404000000,,,,,,26650203000000,,,,,,2841958000000,,,,,,,10442220000000.0,143811243000000.0,5082489000000.0,5087753000000.0,-5264000000.0,0.0,348703951000000.0,356398009000000.0,-7694058000000.0,83593500000000.0,41388344000000.0,42510632000000.0,-305476000000.0,783232000000.0,-25841000000.0,2694255000000.0,1602385000000.0,9098984000000.0,8878262000000.0,55842211000000.0,487713370000000.0,291528000000.0,0.0,2485532000000.0,16201149000000.0,32420681000000.0,4149996000000.0,-220865000000.0,0.0,83405000000.0,157916000000.0
VCB,2015,2,,6891011000000,,,,,,,4334443000000,,3523767000000,,576530046000000,530700150000000,,,45675201000000,,45160000000.0,9081014000000,154695000000,576530046000000,,,,,,26650203000000,,,,,,2858095000000,,,,,,,12005944000000.0,108330132000000.0,9833377000000.0,9837575000000.0,-4198000000.0,0.0,332614607000000.0,340736448000000.0,-8121841000000.0,91072071000000.0,49893460000000.0,41475805000000.0,-297194000000.0,691513000000.0,-25841000000.0,2724312000000.0,1610131000000.0,7924694000000.0,7792564000000.0,48571367000000.0,459626276000000.0,128933000000.0,0.0,2501675000000.0,12079335000000.0,32420681000000.0,4151940000000.0,-61839000000.0,0.0,83405000000.0,0.0
VCB,2015,1,,6772543000000,,,,,,,4345342000000,,3534318000000,,539756977000000,495122503000000,,,44483454000000,,0.0,7760351000000,0,539756977000000,,,,,,26650203000000,,,,,,2858095000000,,,,,,,17144249000000.0,95725437000000.0,11597940000000.0,11602692000000.0,-4752000000.0,0.0,322490246000000.0,330781893000000.0,-8291647000000.0,68872044000000.0,51797407000000.0,17367588000000.0,-292951000000.0,699062000000.0,-22839000000.0,2720989000000.0,1624353000000.0,9274858000000.0,13893896000000.0,31767599000000.0,436319798000000.0,277916000000.0,0.0,2508709000000.0,10354585000000.0,32420681000000.0,4151991000000.0,67026000000.0,0.0,83405000000.0,151020000000.0
VCB,2014,4,,8323365000000,,,,,,,4445613000000,,3606811000000,,574260449000000,529931763000000,,,44180839000000,,45160000000.0,8076420000000,0,574260449000000,,,,,,26650203000000,,,,,,2869095000000,,,,,,,13271762000000.0,142789201000000.0,10122143000000.0,10126592000000.0,-4449000000.0,0.0,316295427000000.0,323332037000000.0,-7036610000000.0,67085423000000.0,49197775000000.0,18180227000000.0,-292579000000.0,760555000000.0,-22839000000.0,2811969000000.0,1633644000000.0,8320704000000.0,54093072000000.0,43237798000000.0,418929093000000.0,75278000000.0,0.0,2208641000000.0,11387881000000.0,32420681000000.0,3474364000000.0,127068000000.0,0.0,82306000000.0,147847000000.0
VCB,2014,3,,6077870000000,,,,,,,3883620000000,,3053438000000,,530226286000000,486839257000000,,,43248451000000,,45160000000.0,6756590000000,0,530226286000000,,,,,,26650203000000,,,,,,2373516000000,,,,,,,19483434000000.0,110227124000000.0,7247792000000.0,7249330000000.0,-1538000000.0,104937000000.0,294054204000000.0,302180749000000.0,-8126545000000.0,78443568000000.0,60303931000000.0,18413058000000.0,-273421000000.0,716212000000.0,-36290000000.0,2381841000000.0,1501779000000.0,7650299000000.0,45281442000000.0,38398696000000.0,387326343000000.0,0.0,0.0,2009024000000.0,13823752000000.0,32420728000000.0,3467782000000.0,521045000000.0,0.0,82306000000.0,138578000000.0
